DATASONICH	SECONDS	NANOSECONDS	DIAG	U	V	W	SOS	TEMP	AIN1	AIN2	AIN3	AIN4	CHK
DATADAQMH	SECONDS	NANOSECONDS	Relay_1_1_1	Relay_2_1_1	Relay_3_1_1	SWC_1_1_1	TS_1_1_1	SWC_2_1_1	TS_2_1_1	SWC_3_1_1	TS_3_1_1	SWC_4_1_1	TS_4_1_1	SWC_5_1_1	TS_5_1_1	SWC_6_1_1	TS_6_1_1	TC_1_1_1	TSENSOR_1_1_1	SHFSENS_1_1_1	SHF_1_1_1	SHFSENS_2_1_1	SHF_2_1_1	SHFSENS_3_1_1	SHF_3_1_1	SWIN_1_1_1	SWOUT_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	TCNR4_C_1_1_1	RN_1_1_1	ALB_1_1_1	TA_1_1_1	RH_1_1_1	PPFD_1_1_1	P_RAIN_1_1_1	DAQM_V_1_1_1	DAQM_T_1_1_1	TS_7_1_1	TS_8_1_1	TS_9_1_1	DRM_POWER_STATUS_1_1_1	DRM_V_BATTERY_1_1_1	DRM_V_MAIN_1_1_1	CHK
DATADAQMU	seconds	nanoseconds	AMP	AMP	AMP	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	C	C	NONE	W+1m-2	NONE	W+1m-2	NONE	W+1m-2	W+1m-2	W+1m-2	W+1m-2	W+1m-2	C	W+1m-2	dimensionless	C	%	umol+1m-2s-1	mm	V	C	C	C	C	Other	V	V	CHK
DATASONIC	1783885177	199052649	0	-3.645	1.798	0.656	350.754	33	0	0	0	0	238
DATASONIC	1783885177	249003851	0	-3.687	1.883	0.457	350.593	32.72	0	0	0	0	120
DATASONIC	1783885177	298974344	0	-3.535	1.843	0.493	350.576	32.69	0	0	0	0	133
DATASONIC	1783885177	348920255	0	-3.492	1.892	0.55	350.645	32.81	0	0	0	0	064
DATAGPS	1783885177	0	0	42.6832616667	-109.543776667	2175.6	9	1	-12.6	0	173.2	034
DATASONIC	1783885177	398884248	0	-3.352	1.912	0.661	350.593	32.72	0	0	0	0	121
DATASONIC	1783885177	448835325	0	-3.23	1.778	0.698	350.633	32.79	0	0	0	0	078
DATASONIC	1783885177	498806401	0	-3.198	1.749	0.642	350.645	32.81	0	0	0	0	120
DATASONIC	1783885177	548750603	0	-3.452	1.847	0.609	350.633	32.79	0	0	0	0	117
DATASONIC	1783885177	598719263	0	-3.582	1.797	0.34	350.484	32.53	0	0	0	0	077
DATASONIC	1783885177	648687672	0	-3.574	1.77	0.439	350.616	32.76	0	0	0	0	084
DATASONIC	1783885177	698643082	0	-3.716	1.765	0.426	350.633	32.79	0	0	0	0	124
DATASONIC	1783885177	748609492	0	-3.714	1.513	0.615	350.605	32.74	0	0	0	0	110
DATASONIC	1783885177	798565194	0	-3.866	1.507	0.552	350.662	32.84	0	0	0	0	130
DATASONIC	1783885177	848528270	0	-3.761	1.496	0.584	350.656	32.83	0	0	0	0	128
DATASONIC	1783885177	898473306	0	-3.738	1.387	0.564	350.685	32.88	0	0	0	0	140
DATASONIC	1783885177	948427424	0	-3.602	1.345	0.525	350.622	32.77	0	0	0	0	106
DATASONIC	1783885177	998396334	0	-3.665	1.435	0.495	350.696	32.9	0	0	0	0	089
DATASONIC	1783885178	48345244	0	-3.716	1.244	0.549	350.674	32.86	0	0	0	0	066
DATASONIC	1783885178	98310279	0	-3.716	1.478	0.394	350.536	32.62	0	0	0	0	069
DATASONIC	1783885178	148262064	0	-3.666	1.318	0.402	350.525	32.6	0	0	0	0	046
DATASONIC	1783885178	198235598	0	-3.511	1.528	0.374	350.496	32.55	0	0	0	0	122
DATASONIC	1783885178	248199675	0	-3.517	1.285	0.473	350.547	32.64	0	0	0	0	126
DATASONIC	1783885178	298120419	0	-3.601	1.44	0.309	350.507	32.57	0	0	0	0	046
DATASONIC	1783885178	348095495	0	-3.564	1.402	0.47	350.496	32.55	0	0	0	0	067
DATAGPS	1783885178	0	0	42.6832616667	-109.543776667	2175.6	9	1	-12.6	0	173.2	035
DATASONIC	1783885178	398040448	0	-3.569	1.458	0.452	350.536	32.62	0	0	0	0	117
DATASONIC	1783885178	447988118	0	-3.608	1.486	0.6	350.467	32.5	0	0	0	0	229
DATASONIC	1783885178	497929373	0	-3.575	1.532	0.539	350.473	32.51	0	0	0	0	124
DATASONIC	1783885178	547881753	0	-3.506	1.533	0.492	350.467	32.5	0	0	0	0	066
DATASONIC	1783885178	597848132	0	-3.561	1.553	0.414	350.473	32.51	0	0	0	0	108
DATASONIC	1783885178	647840260	0	-3.517	1.511	0.387	350.473	32.51	0	0	0	0	102
DATASONIC	1783885178	697762224	0	-3.545	1.586	0.419	350.473	32.51	0	0	0	0	119
DATASONIC	1783885178	747739353	0	-3.491	1.466	0.461	350.513	32.58	0	0	0	0	118
DATASONIC	1783885178	797687442	0	-3.571	1.552	0.556	350.525	32.6	0	0	0	0	072
DATASONIC	1783885178	847655862	0	-3.597	1.62	0.465	350.525	32.6	0	0	0	0	024
DATASONIC	1783885178	897596909	0	-3.602	1.559	0.482	350.496	32.55	0	0	0	0	139
DATASONIC	1783885178	947574496	0	-3.634	1.47	0.385	350.513	32.58	0	0	0	0	076
DATASONIC	1783885178	997521418	0	-3.616	1.437	0.461	350.513	32.58	0	0	0	0	113
DATASONIC	1783885179	47493922	0	-3.593	1.488	0.325	350.593	32.72	0	0	0	0	073
DATASONIC	1783885179	97437594	0	-3.509	1.418	0.507	350.547	32.64	0	0	0	0	073
DATASONIC	1783885179	147405765	0	-3.434	1.452	0.557	350.513	32.58	0	0	0	0	108
DATASONIC	1783885179	197356061	0	-3.461	1.5	0.583	350.565	32.67	0	0	0	0	011
DATASONIC	1783885179	247322649	0	-3.49	1.495	0.6	350.582	32.7	0	0	0	0	170
DATASONIC	1783885179	297268112	0	-3.477	1.548	0.58	350.565	32.67	0	0	0	0	075
DATASONIC	1783885179	347213742	0	-3.427	1.581	0.651	350.737	32.97	0	0	0	0	113
DATAGPS	1783885179	0	0	42.6832616667	-109.543776667	2175.6	9	1	-12.6	0	173.2	036
DATASONIC	1783885179	397209912	0	-3.418	1.545	0.725	350.565	32.67	0	0	0	0	120
DATASONIC	1783885179	447176041	0	-3.474	1.511	0.636	350.737	32.97	0	0	0	0	112
DATASONIC	1783885179	497103588	0	-3.614	1.651	0.536	350.886	33.23	0	0	0	0	118
DATASONIC	1783885179	547048385	0	-3.563	1.525	0.414	350.886	33.23	0	0	0	0	115
DATASONIC	1783885179	597025806	0	-3.541	1.528	0.393	350.794	33.07	0	0	0	0	118
DATASONIC	1783885179	646940103	0	-3.703	1.521	0.245	350.777	33.04	0	0	0	0	096
DATASONIC	1783885179	696911149	0	-3.603	1.786	0.17	350.593	32.72	0	0	0	0	070
DATASONIC	1783885179	746880903	0	-3.816	1.626	0.627	350.536	32.62	0	0	0	0	119
DATASONIC	1783885179	796837366	0	-3.779	1.705	0.474	350.553	32.65	0	0	0	0	137
DATASONIC	1783885179	846800704	0	-3.875	1.683	0.49	350.576	32.69	0	0	0	0	080
DATASONIC	1783885179	896746500	0	-3.729	1.764	0.508	350.633	32.79	0	0	0	0	129
DATASONIC	1783885179	946732254	0	-3.843	1.74	0.436	350.737	32.97	0	0	0	0	074
DATASONIC	1783885179	996666468	0	-4.028	1.856	0.404	350.456	32.48	0	0	0	0	133
DATASONIC	1783885180	46655221	0	-3.816	1.742	0.646	350.553	32.65	0	0	0	0	051
DATASONIC	1783885180	96581643	0	-4.036	1.642	0.577	350.513	32.58	0	0	0	0	057
DATASONIC	1783885180	146527565	0	-3.822	1.781	0.644	350.702	32.91	0	0	0	0	102
DATASONIC	1783885180	196510527	0	-3.738	1.692	0.674	350.662	32.84	0	0	0	0	114
DATASONIC	1783885180	246497989	0	-3.671	1.693	0.723	350.742	32.98	0	0	0	0	132
DATASONIC	1783885180	296438411	0	-3.817	1.415	0.657	350.553	32.65	0	0	0	0	106
DATASONIC	1783885180	346388582	0	-3.727	1.269	0.528	350.525	32.6	0	0	0	0	065
DATAGPS	1783885180	0	0	42.6832616667	-109.543776667	2175.6	9	1	-12.6	0	173.2	028
DATASONIC	1783885180	396332087	0	-3.398	1.691	0.839	350.702	32.91	0	0	0	0	116
DATASONIC	1783885180	446284970	0	-3.506	1.801	0.59	350.593	32.72	0	0	0	0	056
DATASONIC	1783885180	496250687	0	-3.278	1.744	0.556	350.674	32.86	0	0	0	0	126
DATASONIC	1783885180	546223779	0	-3.553	1.652	0.305	350.565	32.67	0	0	0	0	108
DATASONIC	1783885180	596169997	0	-3.522	1.455	0.329	350.473	32.51	0	0	0	0	118
DATASONIC	1783885180	646121006	0	-3.536	1.708	0.2	350.536	32.62	0	0	0	0	239
DATASONIC	1783885180	696086556	0	-3.537	1.507	0.194	350.616	32.76	0	0	0	0	118
DATASONIC	1783885180	746039399	0	-3.495	1.562	0.263	350.507	32.57	0	0	0	0	116
DATASONIC	1783885180	796014199	0	-3.577	1.426	0.252	350.507	32.57	0	0	0	0	110
DATASONIC	1783885180	845978374	0	-3.441	1.465	0.232	350.605	32.74	0	0	0	0	108
DATASONIC	1783885180	895948341	0	-3.436	1.469	0.263	350.576	32.69	0	0	0	0	127
DATASONIC	1783885180	945917683	0	-3.448	1.505	0.2	350.714	32.93	0	0	0	0	008
DATASONIC	1783885180	995891816	0	-3.362	1.655	0.277	350.674	32.86	0	0	0	0	130
DATASONIC	1783885181	45841992	0	-3.44	1.642	0.462	350.696	32.9	0	0	0	0	217
DATASONIC	1783885181	95781751	0	-3.368	1.654	0.364	350.565	32.67	0	0	0	0	070
DATASONIC	1783885181	145737635	0	-3.208	1.566	0.447	350.645	32.81	0	0	0	0	108
DATASONIC	1783885181	195708727	0	-3.198	1.663	0.441	350.582	32.7	0	0	0	0	063
DATASONIC	1783885181	245676486	0	-3.293	1.561	0.458	350.547	32.64	0	0	0	0	118
DATASONIC	1783885181	295645453	0	-3.45	1.412	0.473	350.633	32.79	0	0	0	0	054
DATAGPS	1783885181	0	0	42.6832616667	-109.543776667	2175.6	9	1	-12.6	0	173.2	029
DATASONIC	1783885181	345593504	0	-3.46	1.506	0.361	351.023	33.47	0	0	0	0	040
DATASONIC	1783885181	395562262	0	-3.23	1.581	0.547	351.503	34.31	0	0	0	0	043
DATASONIC	1783885181	445555395	0	-3.247	1.338	0.507	351.383	34.1	0	0	0	0	055
DATASONIC	1783885181	495476988	0	-3.062	1.301	0.527	351.423	34.17	0	0	0	0	107
DATASONIC	1783885181	545449705	0	-2.789	1.629	0.825	351.532	34.36	0	0	0	0	121
DATASONIC	1783885181	595398631	0	-2.955	1.681	0.812	351.492	34.29	0	0	0	0	123
DATASONIC	1783885181	645294850	0	-2.929	1.735	0.789	351.601	34.48	0	0	0	0	124
DATASONIC	1783885181	695262942	0	-2.844	1.469	0.74	351.475	34.26	0	0	0	0	070
DATASONIC	1783885181	745206160	0	-2.799	1.713	0.699	351.515	34.33	0	0	0	0	111
DATASONIC	1783885181	795182793	0	-2.905	1.673	0.695	351.561	34.41	0	0	0	0	121
DATASONIC	1783885181	845121928	0	-2.804	1.699	0.758	351.503	34.31	0	0	0	0	111
DATASONIC	1783885181	895042397	0	-2.958	1.849	0.547	351.412	34.15	0	0	0	0	122
DATASONIC	1783885181	944996406	0	-2.838	1.673	0.564	351.286	33.93	0	0	0	0	131
DATASONIC	1783885181	994961789	0	-2.904	1.431	0.478	351.246	33.86	0	0	0	0	130
DATASONIC	1783885182	44906215	0	-2.642	1.646	0.712	351.063	33.54	0	0	0	0	042
DATASONIC	1783885182	94852225	0	-2.512	1.462	0.575	351.103	33.61	0	0	0	0	040
DATASONIC	1783885182	144827358	0	-2.647	1.543	0.63	351.132	33.66	0	0	0	0	053
DATASONIC	1783885182	194803283	0	-2.439	1.635	0.587	351.023	33.47	0	0	0	0	107
DATASONIC	1783885182	244748751	0	-2.475	1.915	0.691	351.011	33.45	0	0	0	0	103
DATASONIC	1783885182	294739175	0	-2.29	2.083	0.756	350.914	33.28	0	0	0	0	066
DATAGPS	1783885182	0	0	42.6832616667	-109.543776667	2175.6	9	1	-12.6	0	173.2	030
DATASONIC	1783885182	344689184	0	-2.269	2.244	0.803	351.521	34.34	0	0	0	0	105
DATASONIC	1783885182	394635069	0	-2.246	2.168	1.074	351.515	34.33	0	0	0	0	106
DATASONIC	1783885182	444558205	0	-2.37	2.567	0.65	351.761	34.76	0	0	0	0	012
DATASONIC	1783885182	494524965	0	-2.507	1.991	0.845	351.681	34.62	0	0	0	0	123
DATASONIC	1783885182	544495224	0	-2.357	2.261	0.806	351.463	34.24	0	0	0	0	101
DATASONIC	1783885182	594467775	0	-2.602	2.02	0.934	351.412	34.15	0	0	0	0	050
DATASONIC	1783885182	644435577	0	-2.529	2.387	0.808	351.572	34.43	0	0	0	0	121
DATASONIC	1783885182	694385129	0	-2.675	2.23	0.783	351.052	33.52	0	0	0	0	058
DATASONIC	1783885182	744361430	0	-2.752	2.106	0.887	351.503	34.31	0	0	0	0	093
DATASONIC	1783885182	794227985	0	-2.633	2.181	0.871	351.383	34.1	0	0	0	0	063
DATASONIC	1783885182	844218202	0	-2.661	2.105	0.913	351.583	34.45	0	0	0	0	093
DATASONIC	1783885182	894166545	0	-2.529	2.125	0.862	351.835	34.89	0	0	0	0	126
DATASONIC	1783885182	944113472	0	-2.467	2.241	0.883	351.92	35.04	0	0	0	0	051
DATASONIC	1783885182	994093023	0	-2.247	2.369	0.736	352.24	35.6	0	0	0	0	009
DATASONIC	1783885183	44053200	0	-2.314	2.261	0.609	352	35.18	0	0	0	0	085
DATASONIC	1783885183	93899380	0	-2.322	2.305	0.642	352.291	35.69	0	0	0	0	063
DATASONIC	1783885183	143880223	0	-2.281	2.165	0.641	351.835	34.89	0	0	0	0	104
DATASONIC	1783885183	193825692	0	-2.287	2.137	0.758	351.995	35.17	0	0	0	0	131
DATASONIC	1783885183	243788910	0	-2.226	2.231	0.791	352.371	35.83	0	0	0	0	105
DATASONIC	1783885183	293735628	0	-2.395	2.348	0.622	351.252	33.87	0	0	0	0	116
DATASONIC	1783885183	343707263	0	-2.601	2.423	0.648	351.452	34.22	0	0	0	0	090
DATAGPS	1783885183	0	0	42.6832616667	-109.543776667	2175.6	9	1	-12.6	0	173.2	031
DATASONIC	1783885183	393651732	0	-2.676	2.403	0.632	350.891	33.24	0	0	0	0	104
DATASONIC	1783885183	443593992	0	-2.859	2.393	0.519	350.874	33.21	0	0	0	0	126
DATASONIC	1783885183	493514087	0	-2.816	2.295	0.605	350.914	33.28	0	0	0	0	111
DATASONIC	1783885183	543509095	0	-2.886	2.269	0.44	351.263	33.89	0	0	0	0	072
DATASONIC	1783885183	593437065	0	-2.87	2.322	0.5	351.332	34.01	0	0	0	0	196
DATASONIC	1783885183	643424740	0	-2.819	2.353	0.423	352.08	35.32	0	0	0	0	045
DATASONIC	1783885183	693378167	0	-2.571	2.265	0.479	352.052	35.27	0	0	0	0	120
DATASONIC	1783885183	743348552	0	-2.533	2.554	0.918	351.801	34.83	0	0	0	0	110
DATASONIC	1783885183	793327436	0	-2.744	2.151	0.833	351.543	34.38	0	0	0	0	109
DATASONIC	1783885183	843266946	0	-2.892	2.244	0.744	351.635	34.54	0	0	0	0	121
DATASONIC	1783885183	893237706	0	-2.943	2.198	0.794	351.492	34.29	0	0	0	0	131
DATASONIC	1783885183	943205132	0	-2.85	2.091	0.823	351.275	33.91	0	0	0	0	046
DATASONIC	1783885183	993162059	0	-2.91	2.313	0.504	350.874	33.21	0	0	0	0	048
DATASONIC	1783885184	43028155	0	-2.767	2.162	0.675	351.543	34.38	0	0	0	0	057
DATASONIC	1783885184	92998457	0	-2.707	2.222	0.635	351.481	34.27	0	0	0	0	068
DATASONIC	1783885184	142969216	0	-2.827	1.741	0.678	351.863	34.94	0	0	0	0	126
DATASONIC	1783885184	192945142	0	-2.404	2.094	0.212	352.08	35.32	0	0	0	0	037
DATASONIC	1783885184	242885569	0	-2.046	1.911	0.713	351.892	34.99	0	0	0	0	124
DATASONIC	1783885184	292855704	0	-2.189	1.889	0.992	351.721	34.69	0	0	0	0	136
DATASONIC	1783885184	342808089	0	-2.269	1.957	1.371	351.383	34.1	0	0	0	0	065
DATAGPS	1783885184	0	0	42.6832616667	-109.543776667	2175.6	9	1	-12.6	0	173.2	032
DATASONIC	1783885184	392802473	0	-2.469	1.936	1.184	351.435	34.19	0	0	0	0	117
DATASONIC	1783885184	442721528	0	-2.623	2.313	0.565	351.103	33.61	0	0	0	0	086
DATASONIC	1783885184	492666171	0	-3.079	2.294	0.333	350.513	32.58	0	0	0	0	109
DATASONIC	1783885184	542686270	0	-3.061	2.272	0.306	350.513	32.58	0	0	0	0	094
DATASONIC	1783885184	592648371	0	-3.067	2.169	0.458	350.576	32.69	0	0	0	0	129
DATASONIC	1783885184	642627846	0	-3.055	2.137	0.462	350.605	32.74	0	0	0	0	105
DATASONIC	1783885184	692579281	0	-3.014	2.223	0.412	350.633	32.79	0	0	0	0	101
DATASONIC	1783885184	742549715	0	-2.691	2.334	0.367	350.616	32.76	0	0	0	0	116
DATASONIC	1783885184	792501483	0	-2.579	2.51	0.361	350.576	32.69	0	0	0	0	065
DATASONIC	1783885184	842488833	0	-2.481	2.299	0.406	350.576	32.69	0	0	0	0	128
DATASONIC	1783885184	892412310	0	-2.557	2.275	0.383	350.576	32.69	0	0	0	0	112
DATASONIC	1783885184	942359203	0	-2.568	2.279	0.25	350.622	32.77	0	0	0	0	061
DATASONIC	1783885184	992350345	0	-2.534	2.276	0.089	350.622	32.77	0	0	0	0	112
DATASONIC	1783885185	42219407	0	-2.666	2.308	0.101	350.622	32.77	0	0	0	0	041
DATASONIC	1783885185	92120094	0	-2.729	2.285	0.107	350.633	32.79	0	0	0	0	053
DATASONIC	1783885185	142099486	0	-2.604	2.33	0.112	350.622	32.77	0	0	0	0	044
DATASONIC	1783885185	192040254	0	-2.746	2.413	0.178	350.662	32.84	0	0	0	0	099
DATASONIC	1783885185	242007022	0	-2.843	2.515	0.03	350.765	33.02	0	0	0	0	026
DATASONIC	1783885185	291951790	0	-2.86	2.476	0.067	350.765	33.02	0	0	0	0	065
DATASONIC	1783885185	341923390	0	-3.203	2.204	0.094	350.702	32.91	0	0	0	0	083
DATAGPS	1783885185	0	0	42.6832616667	-109.543776667	2175.6	9	1	-12.6	0	173.2	033
DATASONIC	1783885185	391863784	0	-3.076	2.125	0.14	350.983	33.4	0	0	0	0	010
DATASONIC	1783885185	441838009	0	-2.934	2.213	0.006	350.605	32.74	0	0	0	0	092
DATASONIC	1783885185	491787319	0	-2.944	2.237	0.048	350.473	32.51	0	0	0	0	115
DATASONIC	1783885185	541800835	0	-3.066	2.141	-0.043	350.467	32.5	0	0	0	0	084
DATASONIC	1783885185	591750394	0	-3.037	2.156	-0.002	350.433	32.44	0	0	0	0	136
DATASONIC	1783885185	641729745	0	-3.079	2.066	-0.077	350.433	32.44	0	0	0	0	156
DATASONIC	1783885185	691700137	0	-3.103	2.012	-0.086	350.433	32.44	0	0	0	0	124
DATASONIC	1783885185	741663946	0	-3.056	2.132	-0.079	350.467	32.5	0	0	0	0	104
DATASONIC	1783885185	791647296	0	-3.07	2.056	0.019	350.467	32.5	0	0	0	0	011
DATASONIC	1783885185	841589981	0	-3.05	2.047	-0.01	350.444	32.46	0	0	0	0	047
DATASONIC	1783885185	891563790	0	-3.081	2.048	-0.049	350.467	32.5	0	0	0	0	107
DATASONIC	1783885185	941540515	0	-3.139	2.022	-0.019	350.484	32.53	0	0	0	0	136
DATASONIC	1783885185	991509491	0	-3.028	2.001	-0.061	350.737	32.97	0	0	0	0	149
DATASONIC	1783885186	41452426	0	-2.613	2.315	-0.231	350.605	32.74	0	0	0	0	078
DATASONIC	1783885186	91398653	0	-2.9	2.351	-0.243	350.582	32.7	0	0	0	0	208
DATASONIC	1783885186	141325171	0	-3.007	2.306	-0.101	350.702	32.91	0	0	0	0	114
DATASONIC	1783885186	191268148	0	-3.036	2.324	-0.13	350.593	32.72	0	0	0	0	092
DATASONIC	1783885186	241234707	0	-2.983	2.179	-0.052	350.507	32.57	0	0	0	0	149
DATASONIC	1783885186	291206224	0	-3.041	2.095	-0.141	350.467	32.5	0	0	0	0	079
DATASONIC	1783885186	341179408	0	-3.272	2.064	-0.014	350.473	32.51	0	0	0	0	135
DATAGPS	1783885186	0	0	42.6832616667	-109.543776667	2175.6	9	1	-12.6	0	173.2	034
DATASONIC	1783885186	391151925	0	-3.17	2.004	0.18	350.473	32.51	0	0	0	0	244
DATASONIC	1783885186	441018940	0	-3.254	1.97	0.075	350.444	32.46	0	0	0	0	050
DATASONIC	1783885186	490962156	0	-3.305	1.987	-0.011	350.467	32.5	0	0	0	0	101
DATASONIC	1783885186	540936662	0	-3.218	2.005	-0.014	350.444	32.46	0	0	0	0	136
DATASONIC	1783885186	590935209	0	-3.256	1.933	0.04	350.467	32.5	0	0	0	0	006
DATASONIC	1783885186	640858759	0	-3.28	1.974	-0.034	350.473	32.51	0	0	0	0	112
DATASONIC	1783885186	690798100	0	-3.216	1.934	0.142	350.484	32.53	0	0	0	0	102
DATASONIC	1783885186	740797438	0	-3.162	2.048	0.122	350.496	32.55	0	0	0	0	111
DATASONIC	1783885186	790693322	0	-3.233	2.014	0.133	350.473	32.51	0	0	0	0	088
DATASONIC	1783885186	840661370	0	-3.167	2.03	0.147	350.433	32.44	0	0	0	0	041
DATASONIC	1783885186	890607878	0	-3.255	1.923	0.168	350.444	32.46	0	0	0	0	122
DATASONIC	1783885186	940573592	0	-3.299	1.958	0.211	350.444	32.46	0	0	0	0	118
DATASONIC	1783885186	990499267	0	-3.315	1.893	0.301	350.467	32.5	0	0	0	0	068
DATASONIC	1783885187	40443191	0	-3.36	1.881	0.363	350.433	32.44	0	0	0	0	249
DATASONIC	1783885187	90417364	0	-3.398	1.836	0.356	350.467	32.5	0	0	0	0	018
DATASONIC	1783885187	140367496	0	-3.392	1.842	0.398	350.456	32.48	0	0	0	0	122
DATASONIC	1783885187	190313003	0	-3.369	1.832	0.387	350.484	32.53	0	0	0	0	100
DATASONIC	1783885187	240256094	0	-3.314	1.693	0.427	350.433	32.44	0	0	0	0	096
DATASONIC	1783885187	290199809	0	-3.359	1.766	0.444	350.467	32.5	0	0	0	0	076
DATAGPS	1783885187	0	0	42.6832616667	-109.543776667	2175.6	9	1	-12.6	0	173.2	035
DATASONIC	1783885187	340146567	0	-3.38	1.731	0.446	350.467	32.5	0	0	0	0	005
DATASONIC	1783885187	390121406	0	-3.269	1.69	0.456	350.473	32.51	0	0	0	0	052
DATASONIC	1783885187	440108787	0	-3.232	1.731	0.427	350.433	32.44	0	0	0	0	095
DATASONIC	1783885187	490062044	0	-3.185	1.644	0.403	350.444	32.46	0	0	0	0	093
DATASONIC	1783885187	539987469	0	-3.17	1.8	0.494	350.473	32.51	0	0	0	0	232
DATASONIC	1783885187	589926309	0	-3.125	1.761	0.516	350.484	32.53	0	0	0	0	116
DATASONIC	1783885187	639717822	0	-3.146	1.83	0.398	350.484	32.53	0	0	0	0	070
DATASONIC	1783885187	689660996	0	-3.007	1.927	0.412	350.467	32.5	0	0	0	0	072
DATASONIC	1783885187	739605587	0	-3.063	1.925	0.409	350.473	32.51	0	0	0	0	115
DATASONIC	1783885187	789528928	0	-2.986	1.871	0.349	350.467	32.5	0	0	0	0	093
DATASONIC	1783885187	839497601	0	-3	1.848	0.377	350.473	32.51	0	0	0	0	177
DATASONIC	1783885187	889495023	0	-3.047	1.792	0.38	350.444	32.46	0	0	0	0	069
DATASONIC	1783885187	939466988	0	-2.904	1.805	0.385	350.473	32.51	0	0	0	0	130
DATASONIC	1783885187	989367538	0	-2.79	1.945	0.447	350.525	32.6	0	0	0	0	035
DATASONIC	1783885188	39336045	0	-2.971	1.863	0.675	350.513	32.58	0	0	0	0	066
DATASONIC	1783885188	89338258	0	-2.943	2.015	0.633	350.507	32.57	0	0	0	0	064
DATASONIC	1783885188	139130396	0	-2.958	2.095	0.664	350.536	32.62	0	0	0	0	117
DATASONIC	1783885188	189068903	0	-3.094	1.965	0.729	350.496	32.55	0	0	0	0	132
DATASONIC	1783885188	239045743	0	-3.004	1.692	0.513	350.525	32.6	0	0	0	0	045
DATASONIC	1783885188	289009250	0	-3.035	1.762	0.52	350.507	32.57	0	0	0	0	049
DATAGPS	1783885188	0	0	42.6832616667	-109.543776667	2175.6	9	1	-12.6	0	173.2	036
DATASONIC	1783885188	338959298	0	-3.068	1.974	0.593	350.553	32.65	0	0	0	0	139
DATASONIC	1783885188	388928222	0	-3.099	1.957	0.564	350.547	32.64	0	0	0	0	132
DATASONIC	1783885188	438932231	0	-3.119	2.135	0.662	350.525	32.6	0	0	0	0	048
DATASONIC	1783885188	488898115	0	-3.277	2.158	0.688	350.484	32.53	0	0	0	0	137
DATASONIC	1783885188	538850125	0	-3.291	2.079	0.564	350.496	32.55	0	0	0	0	118
DATASONIC	1783885188	588821884	0	-3.404	2.091	0.521	350.547	32.64	0	0	0	0	113
DATASONIC	1783885188	638782019	0	-3.469	2.228	0.352	350.565	32.67	0	0	0	0	123
DATASONIC	1783885188	688731487	0	-3.644	2.204	0.351	350.536	32.62	0	0	0	0	112
DATASONIC	1783885188	738671123	0	-3.713	2.221	0.221	350.525	32.6	0	0	0	0	038
DATASONIC	1783885188	788653965	0	-3.704	2.241	0.225	350.593	32.72	0	0	0	0	119
DATASONIC	1783885188	838602725	0	-3.622	2.227	0.019	350.674	32.86	0	0	0	0	112
DATASONIC	1783885188	888547444	0	-3.563	2.174	0.092	350.662	32.84	0	0	0	0	124
DATASONIC	1783885188	938540827	0	-3.515	2.108	0.223	350.513	32.58	0	0	0	0	104
DATASONIC	1783885188	988432673	0	-3.411	2.241	0.17	350.536	32.62	0	0	0	0	054
DATASONIC	1783885189	38383516	0	-3.382	2.223	0.213	350.496	32.55	0	0	0	0	054
DATASONIC	1783885189	88361942	0	-3.364	2.02	0.432	350.473	32.51	0	0	0	0	255
DATASONIC	1783885189	138275912	0	-3.326	2.081	0.417	350.456	32.48	0	0	0	0	107
DATASONIC	1783885189	188244213	0	-3.37	1.965	0.348	350.433	32.44	0	0	0	0	057
DATASONIC	1783885189	238192306	0	-3.472	1.998	0.187	350.496	32.55	0	0	0	0	127
DATASONIC	1783885189	288159274	0	-3.748	1.892	0.09	350.513	32.58	0	0	0	0	076
DATASONIC	1783885189	338135450	0	-3.501	1.831	0.175	350.484	32.53	0	0	0	0	096
DATAGPS	1783885189	0	0	42.6832616667	-109.543776667	2175.6	9	1	-12.6	0	173.2	037
DATASONIC	1783885189	388085418	0	-3.456	1.927	0.033	350.513	32.58	0	0	0	0	115
DATASONIC	1783885189	438076802	0	-3.336	1.863	0.086	350.525	32.6	0	0	0	0	060
DATASONIC	1783885189	488073310	0	-3.296	1.907	0.255	350.507	32.57	0	0	0	0	112
DATASONIC	1783885189	538017737	0	-3.262	1.798	0.291	350.525	32.6	0	0	0	0	066
DATASONIC	1783885189	587964080	0	-3.336	1.76	0.374	350.513	32.58	0	0	0	0	069
DATASONIC	1783885189	637941215	0	-3.224	1.716	0.446	350.473	32.51	0	0	0	0	103
DATASONIC	1783885189	687778354	0	-3.4	2.029	0.152	350.513	32.58	0	0	0	0	014
DATASONIC	1783885189	737745655	0	-3.453	2.008	0.284	350.565	32.67	0	0	0	0	122
DATASONIC	1783885189	787702165	0	-3.381	2.087	0.283	350.525	32.6	0	0	0	0	063
DATASONIC	1783885189	837639550	0	-3.459	2.144	0.311	350.513	32.58	0	0	0	0	110
DATASONIC	1783885189	887641308	0	-3.494	2.183	0.211	350.513	32.58	0	0	0	0	110
DATASONIC	1783885189	937604526	0	-3.543	2.176	0.137	350.547	32.64	0	0	0	0	115
